wl,n
0.733,2.60980
0.734,2.60987
0.735,2.60994
0.736,2.61002
0.737,2.61011
0.738,2.61020
0.739,2.61029
0.740,2.61039
0.741,2.61050
0.742,2.61061
0.743,2.61073
0.744,2.61085
0.745,2.61097
0.746,2.61110
0.747,2.61124
0.748,2.61138
0.749,2.61152
0.750,2.61167
0.751,2.61182
0.752,2.61197
0.753,2.61213
0.754,2.61230
0.755,2.61247
0.756,2.61264
0.757,2.61281
0.758,2.61299
0.759,2.61317
0.760,2.61336
0.761,2.61355
0.762,2.61374
0.763,2.61394
0.764,2.61414
0.765,2.61434
0.766,2.61455
0.767,2.61476
0.768,2.61497
0.769,2.61519
0.770,2.61541
0.771,2.61563
0.772,2.61585
0.773,2.61608
0.774,2.61631
0.775,2.61654
0.776,2.61678
0.777,2.61702
0.778,2.61726
0.779,2.61750
0.780,2.61775
0.781,2.61800
0.782,2.61825
0.783,2.61850
0.784,2.61876
0.785,2.61902
0.786,2.61928
0.787,2.61955
0.788,2.61981
0.789,2.62008
0.790,2.62035
0.791,2.62063
0.792,2.62090
0.793,2.62118
0.794,2.62146
0.795,2.62174
0.796,2.62202
0.797,2.62231
0.798,2.62260
0.799,2.62289
0.800,2.62318
0.801,2.62348
0.802,2.62377
0.803,2.62407
0.804,2.62437
0.805,2.62467
0.806,2.62498
0.807,2.62528
0.808,2.62559
0.809,2.62590
0.810,2.62621
0.811,2.62653
0.812,2.62684
0.813,2.62716
0.814,2.62748
0.815,2.62780
0.816,2.62812
0.817,2.62844
0.818,2.62877
0.819,2.62910
0.820,2.62942
0.821,2.62976
0.822,2.63009
0.823,2.63042
0.824,2.63076
0.825,2.63109
0.826,2.63143
0.827,2.63177
0.828,2.63211
0.829,2.63246
0.830,2.63280
0.831,2.63315
0.832,2.63350
0.833,2.63385
0.834,2.63420
0.835,2.63455
0.836,2.63491
0.837,2.63526
0.838,2.63562
0.839,2.63598
0.840,2.63634
0.841,2.63670
0.842,2.63706
0.843,2.63742
0.844,2.63779
0.845,2.63816
0.846,2.63853
0.847,2.63890
0.848,2.63927
0.849,2.63964
0.850,2.64001
0.851,2.64039
0.852,2.64077
0.853,2.64115
0.854,2.64152
0.855,2.64191
0.856,2.64229
0.857,2.64267
0.858,2.64306
0.859,2.64344
0.860,2.64383
0.861,2.64422
0.862,2.64461
0.863,2.64500
0.864,2.64540
0.865,2.64579
0.866,2.64619
0.867,2.64659
0.868,2.64699
0.869,2.64739
0.870,2.64779
0.871,2.64819
0.872,2.64860
0.873,2.64900
0.874,2.64941
0.875,2.64982
0.876,2.65023
0.877,2.65064
0.878,2.65105
0.879,2.65147
0.880,2.65188
0.881,2.65230
0.882,2.65272
0.883,2.65314
0.884,2.65356
0.885,2.65399
0.886,2.65441
0.887,2.65484
0.888,2.65526
0.889,2.65569
0.890,2.65613
0.891,2.65656
0.892,2.65699
0.893,2.65743
0.894,2.65787
0.895,2.65831
0.896,2.65875
0.897,2.65919
0.898,2.65964
0.899,2.66008
0.900,2.66053
0.901,2.66098
0.902,2.66143
0.903,2.66188
0.904,2.66234
0.905,2.66280
0.906,2.66325
0.907,2.66371
0.908,2.66417
0.909,2.66464
0.910,2.66510
0.911,2.66557
0.912,2.66604
0.913,2.66651
0.914,2.66698
0.915,2.66745
0.916,2.66792
0.917,2.66840
0.918,2.66887
0.919,2.66935
0.920,2.66983
0.921,2.67031
0.922,2.67080
0.923,2.67128
0.924,2.67177
0.925,2.67225
0.926,2.67274
0.927,2.67323
0.928,2.67372
0.929,2.67421
0.930,2.67471
0.931,2.67520
0.932,2.67570
0.933,2.67620
0.934,2.67670
0.935,2.67720
0.936,2.67770
0.937,2.67820
0.938,2.67870
0.939,2.67921
0.940,2.67971
0.941,2.68022
0.942,2.68073
0.943,2.68124
0.944,2.68175
0.945,2.68226
0.946,2.68277
0.947,2.68329
0.948,2.68380
0.949,2.68432
0.950,2.68483
0.951,2.68535
0.952,2.68587
0.953,2.68639
0.954,2.68691
0.955,2.68743
0.956,2.68795
0.957,2.68848
0.958,2.68900
0.959,2.68952
0.960,2.69005
0.961,2.69058
0.962,2.69110
0.963,2.69163
0.964,2.69216
0.965,2.69269
0.966,2.69322
0.967,2.69375
0.968,2.69428
0.969,2.69481
0.970,2.69535
0.971,2.69588
0.972,2.69641
0.973,2.69695
0.974,2.69748
0.975,2.69802
0.976,2.69856
0.977,2.69909
0.978,2.69963
0.979,2.70017
0.980,2.70071
0.981,2.70125
0.982,2.70179
0.983,2.70233
0.984,2.70287
0.985,2.70341
0.986,2.70395
0.987,2.70449
0.988,2.70503
0.989,2.70557
0.990,2.70612
0.991,2.70666
0.992,2.70720
0.993,2.70775
0.994,2.70829
0.995,2.70883
0.996,2.70938
0.997,2.70992
0.998,2.71047
0.999,2.71101
1.000,2.71156
1.006,2.71483
1.012,2.71811
1.018,2.72138
1.024,2.72466
1.030,2.72793
1.036,2.73119
1.042,2.73443
1.048,2.73767
1.054,2.74088
1.060,2.74408
1.066,2.74726
1.072,2.75041
1.078,2.75353
1.084,2.75663
1.090,2.75970
1.096,2.76273
1.102,2.76572
1.108,2.76868
1.114,2.77160
1.120,2.77447
1.126,2.77730
1.132,2.78008
1.138,2.78281
1.144,2.78548
1.150,2.78809
1.156,2.79065
1.162,2.79314
1.168,2.79558
1.174,2.79795
1.180,2.80027
1.186,2.80252
1.192,2.80472
1.198,2.80686
1.204,2.80894
1.210,2.81096
1.216,2.81293
1.222,2.81484
1.228,2.81669
1.234,2.81849
1.240,2.82024
1.246,2.82193
1.252,2.82357
1.258,2.82516
1.264,2.82670
1.270,2.82819
1.276,2.82963
1.282,2.83102
1.288,2.83236
1.294,2.83366
1.300,2.83492
1.306,2.83613
1.312,2.83729
1.318,2.83842
1.324,2.83950
1.330,2.84054
1.336,2.84154
1.342,2.84250
1.348,2.84342
1.354,2.84430
1.360,2.84515
1.366,2.84596
1.372,2.84673
1.378,2.84748
1.384,2.84818
1.390,2.84885
1.396,2.84950
1.402,2.85010
1.408,2.85068
1.414,2.85123
1.420,2.85175
1.426,2.85223
1.432,2.85269
1.438,2.85312
1.444,2.85353
1.450,2.85391
1.456,2.85426
1.462,2.85458
1.468,2.85488
1.474,2.85516
1.480,2.85541
1.486,2.85564
1.492,2.85585
1.498,2.85603
1.504,2.85619
1.510,2.85633
1.516,2.85645
1.522,2.85655
1.528,2.85663
1.534,2.85668
1.540,2.85672
1.546,2.85674
1.552,2.85675
1.558,2.85673
1.564,2.85669
1.570,2.85664
1.576,2.85657
1.582,2.85648
1.588,2.85638
1.594,2.85626
1.600,2.85613
1.606,2.85598
1.612,2.85581
1.618,2.85563
1.624,2.85543
1.630,2.85522
1.636,2.85500
1.642,2.85477
1.648,2.85452
1.654,2.85425
1.660,2.85398
1.666,2.85370
1.672,2.85340
1.678,2.85309
1.684,2.85277
1.690,2.85244
1.696,2.85210
1.702,2.85175
1.708,2.85139
1.714,2.85102
1.720,2.85064
1.726,2.85025
1.732,2.84986
1.738,2.84945
1.744,2.84904
1.750,2.84862
1.756,2.84820
1.762,2.84776
1.768,2.84732
1.774,2.84687
1.780,2.84642
1.786,2.84596
1.792,2.84549
1.798,2.84502
1.804,2.84454
1.810,2.84406
1.816,2.84357
1.822,2.84308
1.828,2.84258
1.834,2.84208
1.840,2.84157
1.846,2.84106
1.852,2.84055
1.858,2.84003
1.864,2.83951
1.870,2.83899
1.876,2.83846
1.882,2.83793
1.888,2.83740
1.894,2.83686
1.900,2.83632
1.906,2.83578
1.912,2.83524
1.918,2.83470
1.924,2.83415
1.930,2.83360
1.936,2.83306
1.942,2.83251
1.948,2.83195
1.954,2.83140
1.960,2.83085
1.966,2.83029
1.972,2.82974
1.978,2.82918
1.984,2.82863
1.990,2.82807
1.996,2.82752
2.002,2.82696
2.008,2.82640
2.014,2.82585
2.020,2.82529
2.026,2.82474
2.032,2.82418
2.038,2.82363
2.044,2.82308
2.050,2.82252
2.056,2.82197
2.062,2.82142
2.068,2.82087
2.074,2.82032
2.080,2.81978
2.086,2.81923
2.092,2.81869
2.098,2.81815
2.104,2.81760
2.110,2.81707
2.116,2.81653
2.122,2.81599
2.128,2.81546
2.134,2.81493
2.140,2.81440
2.146,2.81387
2.152,2.81335
2.158,2.81283
2.164,2.81231
2.170,2.81179
2.176,2.81128
2.182,2.81077
2.188,2.81026
2.194,2.80975
2.200,2.80925
2.206,2.80875
2.212,2.80825
2.218,2.80775
2.224,2.80726
2.230,2.80677
2.236,2.80629
2.242,2.80581
2.248,2.80533
2.254,2.80485
2.260,2.80438
2.266,2.80391
2.272,2.80345
2.278,2.80299
2.284,2.80253
2.290,2.80207
2.296,2.80162
2.302,2.80118
2.308,2.80073
2.314,2.80030
2.320,2.79986
2.326,2.79943
2.332,2.79900
2.338,2.79858
2.344,2.79816
2.350,2.79775
2.356,2.79734
2.362,2.79693
2.368,2.79653
2.374,2.79613
2.380,2.79574
2.386,2.79535
2.392,2.79496
2.398,2.79459
2.404,2.79421
2.410,2.79384
2.416,2.79347
2.422,2.79311
2.428,2.79276
2.434,2.79240
2.440,2.79206
2.446,2.79172
2.452,2.79138
2.458,2.79105
2.464,2.79072
2.470,2.79040
2.476,2.79008
2.482,2.78977
2.488,2.78947
2.494,2.78917
2.500,2.78887

wl,k
0.210,1.01139
0.211,1.01098
0.212,1.01040
0.213,1.00966
0.214,1.00878
0.215,1.00778
0.216,1.00668
0.217,1.00547
0.218,1.00418
0.219,1.00281
0.220,1.00137
0.221,0.99987
0.222,0.99832
0.223,0.99673
0.224,0.99514
0.225,0.99354
0.226,0.99195
0.227,0.99040
0.228,0.98888
0.229,0.98740
0.230,0.98598
0.231,0.98463
0.232,0.98335
0.233,0.98215
0.234,0.98104
0.235,0.98004
0.236,0.97914
0.237,0.97837
0.238,0.97774
0.239,0.97725
0.240,0.97691
0.241,0.97674
0.242,0.97673
0.243,0.97689
0.244,0.97723
0.245,0.97775
0.246,0.97845
0.247,0.97934
0.248,0.98042
0.249,0.98168
0.250,0.98313
0.251,0.98476
0.252,0.98657
0.253,0.98856
0.254,0.99071
0.255,0.99304
0.256,0.99553
0.257,0.99818
0.258,1.00100
0.259,1.00397
0.260,1.00709
0.261,1.01037
0.262,1.01379
0.263,1.01736
0.264,1.02107
0.265,1.02492
0.266,1.02890
0.267,1.03301
0.268,1.03726
0.269,1.04163
0.270,1.04612
0.271,1.05073
0.272,1.05546
0.273,1.06030
0.274,1.06524
0.275,1.07029
0.276,1.07544
0.277,1.08068
0.278,1.08601
0.279,1.09142
0.280,1.09692
0.281,1.10248
0.282,1.10812
0.283,1.11381
0.284,1.11955
0.285,1.12533
0.286,1.13114
0.287,1.13697
0.288,1.14281
0.289,1.14866
0.290,1.15451
0.291,1.16035
0.292,1.16618
0.293,1.17200
0.294,1.17779
0.295,1.18355
0.296,1.18928
0.297,1.19498
0.298,1.20063
0.299,1.20624
0.300,1.21180
0.301,1.21730
0.302,1.22276
0.303,1.22815
0.304,1.23348
0.305,1.23874
0.306,1.24393
0.307,1.24905
0.308,1.25409
0.309,1.25905
0.310,1.26392
0.311,1.26872
0.312,1.27342
0.313,1.27804
0.314,1.28256
0.315,1.28700
0.316,1.29134
0.317,1.29559
0.318,1.29974
0.319,1.30379
0.320,1.30774
0.321,1.31160
0.322,1.31535
0.323,1.31900
0.324,1.32255
0.325,1.32599
0.326,1.32933
0.327,1.33255
0.328,1.33566
0.329,1.33865
0.330,1.34151
0.331,1.34424
0.332,1.34683
0.333,1.34928
0.334,1.35159
0.335,1.35375
0.336,1.35577
0.337,1.35764
0.338,1.35936
0.339,1.36094
0.340,1.36236
0.341,1.36363
0.342,1.36475
0.343,1.36572
0.344,1.36654
0.345,1.36721
0.346,1.36773
0.347,1.36810
0.348,1.36832
0.349,1.36839
0.350,1.36832
0.351,1.36810
0.352,1.36774
0.353,1.36724
0.354,1.36659
0.355,1.36581
0.356,1.36490
0.357,1.36386
0.358,1.36270
0.359,1.36142
0.360,1.36003
0.361,1.35853
0.362,1.35692
0.363,1.35520
0.364,1.35339
0.365,1.35147
0.366,1.34946
0.367,1.34736
0.368,1.34517
0.369,1.34289
0.370,1.34053
0.371,1.33808
0.372,1.33555
0.373,1.33295
0.374,1.33026
0.375,1.32750
0.376,1.32467
0.377,1.32177
0.378,1.31880
0.379,1.31576
0.380,1.31265
0.381,1.30948
0.382,1.30625
0.383,1.30295
0.384,1.29959
0.385,1.29618
0.386,1.29270
0.387,1.28917
0.388,1.28558
0.389,1.28194
0.390,1.27824
0.391,1.27448
0.392,1.27066
0.393,1.26679
0.394,1.26286
0.395,1.25888
0.396,1.25483
0.397,1.25074
0.398,1.24658
0.399,1.24237
0.400,1.23811
0.401,1.23379
0.402,1.22942
0.403,1.22499
0.404,1.22051
0.405,1.21598
0.406,1.21139
0.407,1.20675
0.408,1.20206
0.409,1.19732
0.410,1.19253
0.411,1.18769
0.412,1.18279
0.413,1.17785
0.414,1.17286
0.415,1.16782
0.416,1.16274
0.417,1.15761
0.418,1.15243
0.419,1.14721
0.420,1.14194
0.421,1.13663
0.422,1.13127
0.423,1.12587
0.424,1.12043
0.425,1.11495
0.426,1.10943
0.427,1.10387
0.428,1.09827
0.429,1.09264
0.430,1.08698
0.431,1.08130
0.432,1.07560
0.433,1.06988
0.434,1.06416
0.435,1.05842
0.436,1.05268
0.437,1.04694
0.438,1.04120
0.439,1.03546
0.440,1.02974
0.441,1.02402
0.442,1.01831
0.443,1.01263
0.444,1.00695
0.445,1.00130
0.446,0.99567
0.447,0.99007
0.448,0.98449
0.449,0.97893
0.450,0.97341
0.451,0.96792
0.452,0.96246
0.453,0.95704
0.454,0.95165
0.455,0.94630
0.456,0.94099
0.457,0.93572
0.458,0.93049
0.459,0.92531
0.460,0.92017
0.461,0.91507
0.462,0.91002
0.463,0.90502
0.464,0.90007
0.465,0.89517
0.466,0.89032
0.467,0.88552
0.468,0.88077
0.469,0.87608
0.470,0.87144
0.471,0.86685
0.472,0.86232
0.473,0.85785
0.474,0.85343
0.475,0.84907
0.476,0.84477
0.477,0.84052
0.478,0.83633
0.479,0.83220
0.480,0.82812
0.481,0.82409
0.482,0.82011
0.483,0.81618
0.484,0.81230
0.485,0.80846
0.486,0.80466
0.487,0.80091
0.488,0.79720
0.489,0.79352
0.490,0.78989
0.491,0.78629
0.492,0.78272
0.493,0.77919
0.494,0.77570
0.495,0.77224
0.496,0.76881
0.497,0.76541
0.498,0.76204
0.499,0.75869
0.500,0.75538
0.501,0.75209
0.502,0.74883
0.503,0.74559
0.504,0.74238
0.505,0.73919
0.506,0.73603
0.507,0.73289
0.508,0.72976
0.509,0.72666
0.510,0.72358
0.511,0.72052
0.512,0.71748
0.513,0.71445
0.514,0.71144
0.515,0.70845
0.516,0.70548
0.517,0.70252
0.518,0.69957
0.519,0.69664
0.520,0.69373
0.521,0.69083
0.522,0.68794
0.523,0.68506
0.524,0.68220
0.525,0.67935
0.526,0.67651
0.527,0.67368
0.528,0.67086
0.529,0.66805
0.530,0.66525
0.531,0.66246
0.532,0.65968
0.533,0.65690
0.534,0.65414
0.535,0.65138
0.536,0.64864
0.537,0.64590
0.538,0.64316
0.539,0.64044
0.540,0.63772
0.541,0.63501
0.542,0.63231
0.543,0.62961
0.544,0.62693
0.545,0.62426
0.546,0.62160
0.547,0.61895
0.548,0.61632
0.549,0.61370
0.550,0.61109
0.551,0.60850
0.552,0.60593
0.553,0.60337
0.554,0.60083
0.555,0.59830
0.556,0.59580
0.557,0.59331
0.558,0.59084
0.559,0.58839
0.560,0.58596
0.561,0.58355
0.562,0.58116
0.563,0.57879
0.564,0.57644
0.565,0.57412
0.566,0.57181
0.567,0.56953
0.568,0.56728
0.569,0.56504
0.570,0.56283
0.571,0.56064
0.572,0.55848
0.573,0.55634
0.574,0.55423
0.575,0.55214
0.576,0.55008
0.577,0.54804
0.578,0.54603
0.579,0.54404
0.580,0.54209
0.581,0.54015
0.582,0.53825
0.583,0.53637
0.584,0.53452
0.585,0.53270
0.586,0.53090
0.587,0.52913
0.588,0.52740
0.589,0.52568
0.590,0.52400
0.591,0.52235
0.592,0.52072
0.593,0.51913
0.594,0.51756
0.595,0.51602
0.596,0.51451
0.597,0.51304
0.598,0.51159
0.599,0.51017
0.600,0.50878
0.601,0.50742
0.602,0.50609
0.603,0.50479
0.604,0.50352
0.605,0.50229
0.606,0.50108
0.607,0.49990
0.608,0.49876
0.609,0.49764
0.610,0.49656
0.611,0.49550
0.612,0.49448
0.613,0.49349
0.614,0.49253
0.615,0.49160
0.616,0.49070
0.617,0.48983
0.618,0.48899
0.619,0.48819
0.620,0.48741
0.621,0.48667
0.622,0.48596
0.623,0.48527
0.624,0.48462
0.625,0.48399
0.626,0.48339
0.627,0.48282
0.628,0.48227
0.629,0.48175
0.630,0.48126
0.631,0.48079
0.632,0.48034
0.633,0.47992
0.634,0.47952
0.635,0.47914
0.636,0.47878
0.637,0.47845
0.638,0.47813
0.639,0.47784
0.640,0.47757
0.641,0.47731
0.642,0.47708
0.643,0.47686
0.644,0.47666
0.645,0.47648
0.646,0.47631
0.647,0.47616
0.648,0.47603
0.649,0.47591
0.650,0.47581
0.651,0.47573
0.652,0.47565
0.653,0.47559
0.654,0.47555
0.655,0.47552
0.656,0.47550
0.657,0.47549
0.658,0.47550
0.659,0.47552
0.660,0.47555
0.661,0.47559
0.662,0.47564
0.663,0.47570
0.664,0.47577
0.665,0.47585
0.666,0.47594
0.667,0.47604
0.668,0.47615
0.669,0.47626
0.670,0.47639
0.671,0.47652
0.672,0.47666
0.673,0.47681
0.674,0.47696
0.675,0.47712
0.676,0.47729
0.677,0.47746
0.678,0.47764
0.679,0.47783
0.680,0.47802
0.681,0.47821
0.682,0.47841
0.683,0.47861
0.684,0.47882
0.685,0.47904
0.686,0.47925
0.687,0.47947
0.688,0.47970
0.689,0.47992
0.690,0.48015
0.691,0.48038
0.692,0.48062
0.693,0.48086
0.694,0.48109
0.695,0.48134
0.696,0.48158
0.697,0.48182
0.698,0.48207
0.699,0.48232
0.700,0.48256
0.701,0.48281
0.702,0.48306
0.703,0.48331
0.704,0.48356
0.705,0.48381
0.706,0.48406
0.707,0.48431
0.708,0.48456
0.709,0.48481
0.710,0.48506
0.711,0.48530
0.712,0.48555
0.713,0.48580
0.714,0.48604
0.715,0.48628
0.716,0.48652
0.717,0.48676
0.718,0.48700
0.719,0.48724
0.720,0.48747
0.721,0.48770
