wl,n
0.726,2.28829
0.727,2.28762
0.728,2.28695
0.729,2.28626
0.730,2.28557
0.731,2.28487
0.732,2.28417
0.733,2.28345
0.734,2.28273
0.735,2.28200
0.736,2.28127
0.737,2.28052
0.738,2.27977
0.739,2.27901
0.740,2.27825
0.741,2.27748
0.742,2.27670
0.743,2.27591
0.744,2.27512
0.745,2.27432
0.746,2.27352
0.747,2.27271
0.748,2.27189
0.749,2.27107
0.750,2.27024
0.751,2.26940
0.752,2.26856
0.753,2.26772
0.754,2.26687
0.755,2.26601
0.756,2.26514
0.757,2.26427
0.758,2.26340
0.759,2.26252
0.760,2.26164
0.761,2.26075
0.762,2.25985
0.763,2.25895
0.764,2.25805
0.765,2.25714
0.766,2.25622
0.767,2.25530
0.768,2.25438
0.769,2.25345
0.770,2.25251
0.771,2.25158
0.772,2.25063
0.773,2.24969
0.774,2.24874
0.775,2.24778
0.776,2.24682
0.777,2.24586
0.778,2.24489
0.779,2.24392
0.780,2.24294
0.781,2.24196
0.782,2.24098
0.783,2.23999
0.784,2.23900
0.785,2.23801
0.786,2.23701
0.787,2.23601
0.788,2.23500
0.789,2.23399
0.790,2.23298
0.791,2.23197
0.792,2.23095
0.793,2.22993
0.794,2.22890
0.795,2.22788
0.796,2.22685
0.797,2.22581
0.798,2.22478
0.799,2.22374
0.800,2.22269
0.801,2.22165
0.802,2.22060
0.803,2.21955
0.804,2.21850
0.805,2.21744
0.806,2.21639
0.807,2.21533
0.808,2.21426
0.809,2.21320
0.810,2.21213
0.811,2.21106
0.812,2.20999
0.813,2.20892
0.814,2.20784
0.815,2.20677
0.816,2.20569
0.817,2.20460
0.818,2.20352
0.819,2.20244
0.820,2.20135
0.821,2.20026
0.822,2.19917
0.823,2.19808
0.824,2.19698
0.825,2.19589
0.826,2.19479
0.827,2.19369
0.828,2.19259
0.829,2.19149
0.830,2.19039
0.831,2.18929
0.832,2.18818
0.833,2.18708
0.834,2.18597
0.835,2.18486
0.836,2.18375
0.837,2.18264
0.838,2.18153
0.839,2.18042
0.840,2.17930
0.841,2.17819
0.842,2.17708
0.843,2.17596
0.844,2.17484
0.845,2.17373
0.846,2.17261
0.847,2.17149
0.848,2.17037
0.849,2.16925
0.850,2.16813
0.851,2.16701
0.852,2.16589
0.853,2.16477
0.854,2.16365
0.855,2.16253
0.856,2.16141
0.857,2.16028
0.858,2.15916
0.859,2.15804
0.860,2.15692
0.861,2.15579
0.862,2.15467
0.863,2.15355
0.864,2.15243
0.865,2.15130
0.866,2.15018
0.867,2.14906
0.868,2.14794
0.869,2.14681
0.870,2.14569
0.871,2.14457
0.872,2.14345
0.873,2.14233
0.874,2.14121
0.875,2.14009
0.876,2.13897
0.877,2.13785
0.878,2.13673
0.879,2.13561
0.880,2.13449
0.881,2.13338
0.882,2.13226
0.883,2.13114
0.884,2.13003
0.885,2.12891
0.886,2.12780
0.887,2.12668
0.888,2.12557
0.889,2.12446
0.890,2.12335
0.891,2.12224
0.892,2.12113
0.893,2.12002
0.894,2.11891
0.895,2.11780
0.896,2.11669
0.897,2.11559
0.898,2.11448
0.899,2.11338
0.900,2.11227
0.901,2.11117
0.902,2.11007
0.903,2.10897
0.904,2.10787
0.905,2.10677
0.906,2.10567
0.907,2.10458
0.908,2.10348
0.909,2.10239
0.910,2.10130
0.911,2.10021
0.912,2.09912
0.913,2.09803
0.914,2.09695
0.915,2.09586
0.916,2.09478
0.917,2.09370
0.918,2.09262
0.919,2.09154
0.920,2.09047
0.921,2.08939
0.922,2.08832
0.923,2.08725
0.924,2.08618
0.925,2.08512
0.926,2.08405
0.927,2.08299
0.928,2.08193
0.929,2.08087
0.930,2.07982
0.931,2.07877
0.932,2.07771
0.933,2.07667
0.934,2.07562
0.935,2.07458
0.936,2.07354
0.937,2.07250
0.938,2.07146
0.939,2.07043
0.940,2.06940
0.941,2.06837
0.942,2.06734
0.943,2.06632
0.944,2.06530
0.945,2.06429
0.946,2.06327
0.947,2.06226
0.948,2.06126
0.949,2.06025
0.950,2.05925
0.951,2.05825
0.952,2.05726
0.953,2.05627
0.954,2.05528
0.955,2.05429
0.956,2.05331
0.957,2.05234
0.958,2.05136
0.959,2.05039
0.960,2.04942
0.961,2.04846
0.962,2.04750
0.963,2.04655
0.964,2.04559
0.965,2.04465
0.966,2.04370
0.967,2.04276
0.968,2.04183
0.969,2.04089
0.970,2.03996
0.971,2.03904
0.972,2.03812
0.973,2.03721
0.974,2.03629
0.975,2.03539
0.976,2.03448
0.977,2.03359
0.978,2.03269
0.979,2.03180
0.980,2.03092
0.981,2.03004
0.982,2.02916
0.983,2.02829
0.984,2.02742
0.985,2.02656
0.986,2.02570
0.987,2.02485
0.988,2.02401
0.989,2.02316
0.990,2.02233
0.991,2.02149
0.992,2.02067
0.993,2.01984
0.994,2.01903
0.995,2.01821
0.996,2.01741
0.997,2.01661
0.998,2.01581
0.999,2.01502
1.000,2.01423
1.006,2.00964
1.012,2.00525
1.018,2.00107
1.024,1.99711
1.030,1.99338
1.036,1.98989
1.042,1.98664
1.048,1.98364
1.054,1.98091
1.060,1.97844
1.066,1.97624
1.072,1.97432
1.078,1.97268
1.084,1.97133
1.090,1.97028
1.096,1.96953
1.102,1.96908
1.108,1.96894
1.114,1.96912
1.120,1.96962
1.126,1.97045
1.132,1.97161
1.138,1.97312
1.144,1.97499
1.150,1.97719
1.156,1.97975
1.162,1.98263
1.168,1.98584
1.174,1.98937
1.180,1.99320
1.186,1.99733
1.192,2.00173
1.198,2.00641
1.204,2.01134
1.210,2.01652
1.216,2.02194
1.222,2.02757
1.228,2.03342
1.234,2.03946
1.240,2.04569
1.246,2.05209
1.252,2.05866
1.258,2.06538
1.264,2.07225
1.270,2.07925
1.276,2.08638
1.282,2.09362
1.288,2.10097
1.294,2.10842
1.300,2.11595
1.306,2.12357
1.312,2.13127
1.318,2.13903
1.324,2.14686
1.330,2.15473
1.336,2.16266
1.342,2.17063
1.348,2.17863
1.354,2.18667
1.360,2.19473
1.366,2.20281
1.372,2.21091
1.378,2.21903
1.384,2.22715
1.390,2.23527
1.396,2.24339
1.402,2.25151
1.408,2.25963
1.414,2.26773
1.420,2.27582
1.426,2.28389
1.432,2.29195
1.438,2.29998
1.444,2.30799
1.450,2.31598
1.456,2.32393
1.462,2.33186
1.468,2.33975
1.474,2.34761
1.480,2.35543
1.486,2.36321
1.492,2.37096
1.498,2.37866
1.504,2.38633
1.510,2.39395
1.516,2.40152
1.522,2.40905
1.528,2.41653
1.534,2.42397
1.540,2.43135
1.546,2.43869
1.552,2.44597
1.558,2.45321
1.564,2.46039
1.570,2.46752
1.576,2.47460
1.582,2.48163
1.588,2.48860
1.594,2.49551
1.600,2.50237
1.606,2.50918
1.612,2.51593
1.618,2.52262
1.624,2.52926
1.630,2.53584
1.636,2.54236
1.642,2.54883
1.648,2.55524
1.654,2.56159
1.660,2.56789
1.666,2.57412
1.672,2.58030
1.678,2.58642
1.684,2.59248
1.690,2.59849
1.696,2.60443
1.702,2.61032
1.708,2.61615
1.714,2.62192
1.720,2.62764
1.726,2.63329
1.732,2.63889
1.738,2.64443
1.744,2.64991
1.750,2.65533
1.756,2.66070
1.762,2.66601
1.768,2.67126
1.774,2.67645
1.780,2.68159
1.786,2.68667
1.792,2.69169
1.798,2.69665
1.804,2.70156
1.810,2.70641
1.816,2.71121
1.822,2.71595
1.828,2.72063
1.834,2.72526
1.840,2.72984
1.846,2.73435
1.852,2.73881
1.858,2.74322
1.864,2.74757
1.870,2.75187
1.876,2.75612
1.882,2.76031
1.888,2.76444
1.894,2.76852
1.900,2.77255
1.906,2.77653
1.912,2.78045
1.918,2.78432
1.924,2.78813
1.930,2.79190
1.936,2.79561
1.942,2.79927
1.948,2.80288
1.954,2.80644
1.960,2.80994
1.966,2.81340
1.972,2.81680
1.978,2.82015
1.984,2.82346
1.990,2.82671
1.996,2.82991
2.002,2.83306
2.008,2.83617
2.014,2.83922
2.020,2.84223
2.026,2.84518
2.032,2.84809
2.038,2.85095
2.044,2.85376
2.050,2.85652
2.056,2.85924
2.062,2.86191
2.068,2.86453
2.074,2.86710
2.080,2.86963
2.086,2.87211
2.092,2.87454
2.098,2.87693
2.104,2.87927
2.110,2.88156
2.116,2.88381
2.122,2.88601
2.128,2.88817
2.134,2.89029
2.140,2.89235
2.146,2.89438
2.152,2.89635
2.158,2.89829
2.164,2.90018
2.170,2.90202
2.176,2.90383
2.182,2.90558
2.188,2.90730
2.194,2.90897
2.200,2.91060
2.206,2.91218
2.212,2.91372
2.218,2.91522
2.224,2.91668
2.230,2.91809
2.236,2.91946
2.242,2.92079
2.248,2.92208
2.254,2.92332
2.260,2.92453
2.266,2.92569
2.272,2.92681
2.278,2.92789
2.284,2.92893
2.290,2.92992
2.296,2.93088
2.302,2.93179
2.308,2.93267
2.314,2.93350
2.320,2.93429
2.326,2.93505
2.332,2.93576
2.338,2.93643
2.344,2.93706
2.350,2.93765
2.356,2.93820
2.362,2.93871
2.368,2.93918
2.374,2.93961
2.380,2.94000
2.386,2.94035
2.392,2.94067
2.398,2.94094
2.404,2.94117
2.410,2.94136
2.416,2.94151
2.422,2.94163
2.428,2.94170
2.434,2.94173
2.440,2.94173
2.446,2.94168
2.452,2.94160
2.458,2.94147
2.464,2.94130
2.470,2.94110
2.476,2.94085
2.482,2.94057
2.488,2.94024
2.494,2.93987
2.500,2.93946

wl,k
0.210,0.88171
0.211,0.87556
0.212,0.87120
0.213,0.86825
0.214,0.86633
0.215,0.86515
0.216,0.86442
0.217,0.86391
0.218,0.86340
0.219,0.86269
0.220,0.86163
0.221,0.86008
0.222,0.85800
0.223,0.85549
0.224,0.85268
0.225,0.84967
0.226,0.84655
0.227,0.84340
0.228,0.84028
0.229,0.83725
0.230,0.83436
0.231,0.83166
0.232,0.82918
0.233,0.82696
0.234,0.82502
0.235,0.82336
0.236,0.82195
0.237,0.82075
0.238,0.81975
0.239,0.81893
0.240,0.81826
0.241,0.81773
0.242,0.81733
0.243,0.81705
0.244,0.81686
0.245,0.81677
0.246,0.81676
0.247,0.81683
0.248,0.81697
0.249,0.81718
0.250,0.81750
0.251,0.81792
0.252,0.81846
0.253,0.81915
0.254,0.81997
0.255,0.82095
0.256,0.82210
0.257,0.82341
0.258,0.82489
0.259,0.82656
0.260,0.82841
0.261,0.83044
0.262,0.83266
0.263,0.83506
0.264,0.83765
0.265,0.84042
0.266,0.84335
0.267,0.84643
0.268,0.84965
0.269,0.85299
0.270,0.85645
0.271,0.86002
0.272,0.86369
0.273,0.86745
0.274,0.87129
0.275,0.87520
0.276,0.87917
0.277,0.88321
0.278,0.88730
0.279,0.89143
0.280,0.89561
0.281,0.89982
0.282,0.90405
0.283,0.90832
0.284,0.91261
0.285,0.91693
0.286,0.92127
0.287,0.92562
0.288,0.93000
0.289,0.93439
0.290,0.93879
0.291,0.94321
0.292,0.94763
0.293,0.95205
0.294,0.95648
0.295,0.96091
0.296,0.96533
0.297,0.96974
0.298,0.97415
0.299,0.97854
0.300,0.98291
0.301,0.98726
0.302,0.99158
0.303,0.99586
0.304,1.00009
0.305,1.00426
0.306,1.00833
0.307,1.01232
0.308,1.01619
0.309,1.01994
0.310,1.02356
0.311,1.02705
0.312,1.03039
0.313,1.03359
0.314,1.03662
0.315,1.03950
0.316,1.04220
0.317,1.04474
0.318,1.04711
0.319,1.04930
0.320,1.05131
0.321,1.05314
0.322,1.05480
0.323,1.05627
0.324,1.05756
0.325,1.05867
0.326,1.05961
0.327,1.06036
0.328,1.06096
0.329,1.06139
0.330,1.06168
0.331,1.06182
0.332,1.06184
0.333,1.06172
0.334,1.06149
0.335,1.06113
0.336,1.06067
0.337,1.06010
0.338,1.05943
0.339,1.05867
0.340,1.05781
0.341,1.05686
0.342,1.05582
0.343,1.05470
0.344,1.05351
0.345,1.05223
0.346,1.05089
0.347,1.04947
0.348,1.04798
0.349,1.04643
0.350,1.04481
0.351,1.04313
0.352,1.04138
0.353,1.03958
0.354,1.03771
0.355,1.03579
0.356,1.03379
0.357,1.03172
0.358,1.02958
0.359,1.02735
0.360,1.02504
0.361,1.02263
0.362,1.02014
0.363,1.01754
0.364,1.01485
0.365,1.01206
0.366,1.00916
0.367,1.00616
0.368,1.00305
0.369,0.99984
0.370,0.99651
0.371,0.99308
0.372,0.98953
0.373,0.98588
0.374,0.98211
0.375,0.97823
0.376,0.97423
0.377,0.97012
0.378,0.96590
0.379,0.96157
0.380,0.95712
0.381,0.95256
0.382,0.94789
0.383,0.94310
0.384,0.93820
0.385,0.93320
0.386,0.92808
0.387,0.92286
0.388,0.91753
0.389,0.91211
0.390,0.90660
0.391,0.90101
0.392,0.89536
0.393,0.88965
0.394,0.88389
0.395,0.87808
0.396,0.87224
0.397,0.86637
0.398,0.86047
0.399,0.85456
0.400,0.84863
0.401,0.84270
0.402,0.83676
0.403,0.83082
0.404,0.82489
0.405,0.81897
0.406,0.81307
0.407,0.80719
0.408,0.80133
0.409,0.79549
0.410,0.78969
0.411,0.78392
0.412,0.77818
0.413,0.77249
0.414,0.76683
0.415,0.76123
0.416,0.75567
0.417,0.75016
0.418,0.74470
0.419,0.73930
0.420,0.73396
0.421,0.72867
0.422,0.72345
0.423,0.71829
0.424,0.71320
0.425,0.70817
0.426,0.70321
0.427,0.69832
0.428,0.69349
0.429,0.68874
0.430,0.68405
0.431,0.67942
0.432,0.67484
0.433,0.67032
0.434,0.66585
0.435,0.66141
0.436,0.65703
0.437,0.65268
0.438,0.64837
0.439,0.64409
0.440,0.63984
0.441,0.63562
0.442,0.63143
0.443,0.62727
0.444,0.62312
0.445,0.61900
0.446,0.61489
0.447,0.61080
0.448,0.60673
0.449,0.60267
0.450,0.59861
0.451,0.59457
0.452,0.59054
0.453,0.58651
0.454,0.58248
0.455,0.57846
0.456,0.57444
0.457,0.57042
0.458,0.56640
0.459,0.56238
0.460,0.55835
0.461,0.55432
0.462,0.55029
0.463,0.54624
0.464,0.54219
0.465,0.53813
0.466,0.53406
0.467,0.52999
0.468,0.52589
0.469,0.52179
0.470,0.51767
0.471,0.51354
0.472,0.50940
0.473,0.50524
0.474,0.50106
0.475,0.49687
0.476,0.49266
0.477,0.48844
0.478,0.48420
0.479,0.47994
0.480,0.47568
0.481,0.47141
0.482,0.46715
0.483,0.46288
0.484,0.45863
0.485,0.45438
0.486,0.45014
0.487,0.44592
0.488,0.44172
0.489,0.43755
0.490,0.43339
0.491,0.42927
0.492,0.42517
0.493,0.42111
0.494,0.41708
0.495,0.41309
0.496,0.40913
0.497,0.40522
0.498,0.40136
0.499,0.39754
0.500,0.39376
0.501,0.39004
0.502,0.38637
0.503,0.38276
0.504,0.37920
0.505,0.37570
0.506,0.37225
0.507,0.36887
0.508,0.36556
0.509,0.36231
0.510,0.35912
0.511,0.35600
0.512,0.35296
0.513,0.34998
0.514,0.34708
0.515,0.34425
0.516,0.34150
0.517,0.33883
0.518,0.33623
0.519,0.33371
0.520,0.33128
0.521,0.32893
0.522,0.32667
0.523,0.32448
0.524,0.32239
0.525,0.32039
0.526,0.31847
0.527,0.31664
0.528,0.31491
0.529,0.31327
0.530,0.31172
0.531,0.31027
0.532,0.30891
0.533,0.30765
0.534,0.30649
0.535,0.30542
0.536,0.30446
0.537,0.30359
0.538,0.30283
0.539,0.30217
0.540,0.30161
0.541,0.30115
0.542,0.30078
0.543,0.30051
0.544,0.30033
0.545,0.30024
0.546,0.30023
0.547,0.30030
0.548,0.30044
0.549,0.30067
0.550,0.30096
0.551,0.30132
0.552,0.30175
0.553,0.30224
0.554,0.30280
0.555,0.30341
0.556,0.30407
0.557,0.30479
0.558,0.30556
0.559,0.30638
0.560,0.30724
0.561,0.30815
0.562,0.30909
0.563,0.31008
0.564,0.31110
0.565,0.31216
0.566,0.31324
0.567,0.31436
0.568,0.31550
0.569,0.31667
0.570,0.31786
0.571,0.31907
0.572,0.32031
0.573,0.32155
0.574,0.32282
0.575,0.32409
0.576,0.32538
0.577,0.32668
0.578,0.32799
0.579,0.32930
0.580,0.33062
0.581,0.33194
0.582,0.33326
0.583,0.33458
0.584,0.33589
0.585,0.33721
0.586,0.33852
0.587,0.33982
0.588,0.34111
0.589,0.34240
0.590,0.34367
0.591,0.34493
0.592,0.34618
0.593,0.34742
0.594,0.34864
0.595,0.34984
0.596,0.35102
0.597,0.35218
0.598,0.35333
0.599,0.35445
0.600,0.35555
0.601,0.35662
0.602,0.35767
0.603,0.35870
0.604,0.35970
0.605,0.36067
0.606,0.36161
0.607,0.36253
0.608,0.36341
0.609,0.36427
0.610,0.36509
0.611,0.36588
0.612,0.36664
0.613,0.36737
0.614,0.36806
0.615,0.36872
0.616,0.36934
0.617,0.36993
0.618,0.37048
0.619,0.37099
0.620,0.37147
0.621,0.37191
0.622,0.37232
0.623,0.37268
0.624,0.37302
0.625,0.37332
0.626,0.37359
0.627,0.37382
0.628,0.37403
0.629,0.37421
0.630,0.37435
0.631,0.37447
0.632,0.37456
0.633,0.37462
0.634,0.37466
0.635,0.37467
0.636,0.37466
0.637,0.37463
0.638,0.37457
0.639,0.37448
0.640,0.37438
0.641,0.37426
0.642,0.37411
0.643,0.37395
0.644,0.37376
0.645,0.37356
0.646,0.37334
0.647,0.37310
0.648,0.37284
0.649,0.37257
0.650,0.37228
0.651,0.37198
0.652,0.37166
0.653,0.37132
0.654,0.37098
0.655,0.37062
0.656,0.37024
0.657,0.36986
0.658,0.36946
0.659,0.36905
0.660,0.36863
0.661,0.36820
0.662,0.36775
0.663,0.36730
0.664,0.36684
0.665,0.36637
0.666,0.36589
0.667,0.36540
0.668,0.36491
0.669,0.36441
0.670,0.36390
0.671,0.36338
0.672,0.36286
0.673,0.36233
0.674,0.36179
0.675,0.36125
0.676,0.36070
0.677,0.36015
0.678,0.35960
0.679,0.35904
0.680,0.35847
0.681,0.35791
0.682,0.35733
0.683,0.35676
0.684,0.35618
0.685,0.35560
0.686,0.35502
0.687,0.35444
0.688,0.35385
0.689,0.35326
0.690,0.35268
0.691,0.35209
0.692,0.35150
0.693,0.35090
0.694,0.35031
0.695,0.34972
0.696,0.34913
0.697,0.34854
0.698,0.34795
0.699,0.34736
0.700,0.34677
0.701,0.34618
0.702,0.34560
0.703,0.34501
0.704,0.34443
0.705,0.34385
0.706,0.34327
0.707,0.34269
0.708,0.34212
0.709,0.34154
0.710,0.34098
0.711,0.34041
0.712,0.33985
0.713,0.33929
0.714,0.33873
0.715,0.33818
0.716,0.33763
0.717,0.33708
0.718,0.33654
0.719,0.33601
0.720,0.33547
0.721,0.33495
